county,month,labor_force,employed,unemployed,unemployment_rate
Saratoga,1990-10,96800,93500,3200,3.4
Schenectady,1990-10,75200,72600,2600,3.5
Schoharie,1990-10,15000,14400,600,3.9
Schuyler,1990-10,9200,8800,400,4.2
Seneca,1990-10,16200,15600,600,3.9
St. Lawrence,1990-10,50400,47100,3300,6.5
Steuben,1990-10,46100,43900,2200,4.7
Suffolk,1990-10,707200,674500,32700,4.6
Sullivan,1990-10,32800,31300,1500,4.6
Tioga,1990-10,26200,25200,1000,3.9
Tompkins,1990-10,50100,48200,2000,3.9
Ulster,1990-10,84100,81100,2900,3.5
Warren,1990-10,30200,28700,1500,5.0
Washington,1990-10,28100,26700,1400,5.1
Wayne,1990-10,45800,44300,1600,3.4
Westchester,1990-10,469300,452200,17100,3.6
Wyoming,1990-10,19500,18500,1000,5.0
Yates,1990-10,11200,10700,500,4.4
Albany,1990-11,157900,152700,5300,3.3
Allegany,1990-11,22900,21400,1500,6.5
Bronx,1990-11,457100,414800,42300,9.3
Broome,1990-11,104100,99700,4400,4.2
Cattaraugus,1990-11,39000,36300,2700,6.9
Cayuga,1990-11,39300,36900,2400,6.1
Chautauqua,1990-11,67200,62900,4300,6.3
Chemung,1990-11,44300,42100,2200,5.0
Chenango,1990-11,24800,23200,1500,6.2
Clinton,1990-11,40200,37700,2500,6.1
Columbia,1990-11,30700,29700,1000,3.3
Cortland,1990-11,24200,22700,1500,6.4
Delaware,1990-11,21400,20300,1100,5.0
Dutchess,1990-11,132800,128500,4300,3.2
Erie,1990-11,478900,454000,24900,5.2
Essex,1990-11,17600,15800,1800,10.5
Franklin,1990-11,20400,18600,1700,8.5
Fulton,1990-11,26500,23900,2600,9.7
Genesee,1990-11,31600,29800,1800,5.7
Greene,1990-11,20200,19000,1200,5.7
Hamilton,1990-11,2800,2500,300,11.5
Herkimer,1990-11,30300,28100,2100,7.1
Jefferson,1990-11,46200,41700,4500,9.7
Kings,1990-11,947500,871400,76200,8.0
Lewis,1990-11,12300,11300,900,7.6
Livingston,1990-11,32300,30900,1400,4.5
Madison,1990-11,35700,33600,2100,5.8
Monroe,1990-11,377500,364700,12800,3.4
Montgomery,1990-11,24300,22700,1600,6.7
Nassau,1990-11,694000,666800,27200,3.9
New York,1990-11,773700,722600,51200,6.6
Niagara,1990-11,109700,103300,6400,5.8
Oneida,1990-11,113800,108500,5300,4.7
Onondaga,1990-11,246300,234800,11600,4.7
Ontario,1990-11,50900,48700,2200,4.3
Orange,1990-11,152400,145100,7200,4.7
Orleans,1990-11,20000,18400,1600,8.0
Oswego,1990-11,57700,53500,4200,7.2
Otsego,1990-11,30300,28600,1700,5.6
Putnam,1990-11,47500,45700,1800,3.7
Queens,1990-11,939600,881600,58000,6.2
Rensselaer,1990-11,81200,77800,3400,4.1
Richmond,1990-11,179400,166800,12600,7.0
Rockland,1990-11,143400,138500,5000,3.5
Saratoga,1990-11,96300,92800,3500,3.6
Schenectady,1990-11,75000,72100,3000,4.0
Schoharie,1990-11,15100,14300,800,5.3
Schuyler,1990-11,9000,8500,500,5.8
Seneca,1990-11,16000,15300,700,4.4
St. Lawrence,1990-11,50700,46800,3900,7.7
Steuben,1990-11,46300,43800,2500,5.3
Suffolk,1990-11,704600,671600,32900,4.7
Sullivan,1990-11,32200,30300,2000,6.1
Tioga,1990-11,26200,24900,1200,4.7
Tompkins,1990-11,49600,47500,2100,4.2
Ulster,1990-11,83700,80300,3400,4.1
Warren,1990-11,30100,27900,2200,7.4
Washington,1990-11,27400,25900,1500,5.5
Wayne,1990-11,46000,44000,2000,4.4
Westchester,1990-11,466000,447000,19000,4.1
Wyoming,1990-11,19400,18100,1300,6.5
Yates,1990-11,11200,10600,600,5.4
Albany,1990-12,157300,151700,5600,3.6
Allegany,1990-12,22600,20900,1700,7.6
Bronx,1990-12,452000,414000,38000,8.4
Broome,1990-12,104000,99100,5000,4.8
Cattaraugus,1990-12,39100,36000,3100,7.9
Cayuga,1990-12,39500,36700,2800,7.1
Chautauqua,1990-12,66900,62400,4500,6.7
Chemung,1990-12,44300,41900,2400,5.3
Chenango,1990-12,24700,23300,1400,5.5
Clinton,1990-12,39700,37000,2600,6.7
Columbia,1990-12,30800,29600,1100,3.6
Cortland,1990-12,24500,22800,1600,6.7
Delaware,1990-12,21300,20100,1200,5.6
Dutchess,1990-12,133000,128000,5000,3.7
Erie,1990-12,477500,450500,26900,5.6
Essex,1990-12,17700,15700,2000,11.3
Franklin,1990-12,20500,18400,2100,10.3
Fulton,1990-12,26500,23800,2800,10.4
Genesee,1990-12,31700,29500,2200,7.0
Greene,1990-12,20600,19300,1300,6.4
Hamilton,1990-12,2800,2400,400,13.3
Herkimer,1990-12,30500,27900,2700,8.8
Jefferson,1990-12,46000,40900,5000,10.9
Kings,1990-12,945800,869900,75900,8.0
Lewis,1990-12,12500,11500,1100,8.7
Livingston,1990-12,32300,30600,1700,5.3
Madison,1990-12,35700,33400,2300,6.4
Monroe,1990-12,374800,361000,13800,3.7
Montgomery,1990-12,24400,22500,1900,7.7
Nassau,1990-12,692200,664200,28100,4.1
New York,1990-12,772900,721300,51600,6.7
Niagara,1990-12,109500,102500,7000,6.4
Oneida,1990-12,113400,107400,6000,5.3
Onondaga,1990-12,244800,233800,11000,4.5
Ontario,1990-12,51000,48200,2800,5.5
Orange,1990-12,151600,144100,7500,5.0
Orleans,1990-12,19800,18300,1600,8.0
Oswego,1990-12,58000,53300,4700,8.0
Otsego,1990-12,30100,28300,1800,6.0
Putnam,1990-12,47600,45800,1800,3.8
Queens,1990-12,938400,880100,58400,6.2
Rensselaer,1990-12,81200,77300,3800,4.7
Richmond,1990-12,177700,166500,11200,6.3
Rockland,1990-12,143400,138100,5300,3.7
Saratoga,1990-12,96500,92200,4300,4.4
Schenectady,1990-12,74900,71600,3300,4.5
Schoharie,1990-12,15200,14200,1000,6.4
Schuyler,1990-12,9000,8300,600,6.9
Seneca,1990-12,16100,15200,900,5.7
St. Lawrence,1990-12,50100,45900,4300,8.6
Steuben,1990-12,46300,43600,2700,5.9
Suffolk,1990-12,704500,669000,35500,5.0
Sullivan,1990-12,31300,28900,2400,7.6
Tioga,1990-12,26100,24800,1400,5.2
Tompkins,1990-12,49100,47000,2100,4.3
Ulster,1990-12,82800,78800,4000,4.8
Warren,1990-12,30300,27700,2600,8.5
Washington,1990-12,27600,25800,1800,6.6
Wayne,1990-12,46000,43600,2400,5.2
Westchester,1990-12,464100,445500,18700,4.0
Wyoming,1990-12,19600,18100,1500,7.7
Yates,1990-12,11200,10500,700,6.6
Albany,1991-01,156700,149700,7000,4.5
Allegany,1991-01,22900,20700,2200,9.6
Bronx,1991-01,450700,408300,42300,9.4
Broome,1991-01,104700,98400,6400,6.1
Cattaraugus,1991-01,40400,36400,4000,9.9
Cayuga,1991-01,39200,35700,3500,9.0
Chautauqua,1991-01,68800,63000,5800,8.4
Chemung,1991-01,43000,40500,2600,5.9
Chenango,1991-01,24700,22800,1900,7.6
Clinton,1991-01,39800,36100,3700,9.3
Columbia,1991-01,30900,29300,1600,5.2
Cortland,1991-01,24800,22500,2300,9.1
Delaware,1991-01,21200,19500,1600,7.6
Dutchess,1991-01,132200,125400,6800,5.1
Erie,1991-01,474100,440500,33600,7.1
Essex,1991-01,17800,15400,2400,13.3
Franklin,1991-01,20900,17900,3000,14.3
Fulton,1991-01,27300,23800,3600,13.0
Genesee,1991-01,32100,29200,3000,9.3
Greene,1991-01,21800,20100,1700,7.6
Hamilton,1991-01,2800,2400,400,15.4
Herkimer,1991-01,30900,27400,3500,11.3
Jefferson,1991-01,45500,39600,5800,12.9
Kings,1991-01,944300,856900,87400,9.3
Lewis,1991-01,12700,11300,1400,10.8
Livingston,1991-01,32600,30200,2400,7.3
Madison,1991-01,35900,32800,3100,8.6
Monroe,1991-01,374100,356900,17200,4.6
Montgomery,1991-01,24900,22200,2700,10.7
Nassau,1991-01,679200,646900,32300,4.8
New York,1991-01,770800,712100,58700,7.6
Niagara,1991-01,109500,100200,9300,8.5
Oneida,1991-01,113400,105600,7800,6.9
Onondaga,1991-01,241400,227600,13800,5.7
Ontario,1991-01,51400,48000,3400,6.6
Orange,1991-01,151300,141700,9600,6.3
Orleans,1991-01,19900,18200,1800,8.9
Oswego,1991-01,58300,52100,6200,10.6
Otsego,1991-01,29300,27000,2300,7.9
Putnam,1991-01,47900,45500,2400,5.1
Queens,1991-01,939400,870500,68900,7.3
Rensselaer,1991-01,81700,76700,4900,6.1
Richmond,1991-01,179800,167100,12700,7.0
Rockland,1991-01,141900,135300,6700,4.7
Saratoga,1991-01,97900,92200,5700,5.8
Schenectady,1991-01,75100,71000,4200,5.5
Schoharie,1991-01,15700,14300,1400,8.9
Schuyler,1991-01,8900,8100,800,9.3
Seneca,1991-01,16400,15300,1200,7.2
St. Lawrence,1991-01,51300,45500,5700,11.2
Steuben,1991-01,46700,42900,3700,8.0
Suffolk,1991-01,693400,650900,42500,6.1
Sullivan,1991-01,31800,28700,3100,9.7
Tioga,1991-01,26500,24800,1700,6.4
Tompkins,1991-01,47100,44700,2400,5.1
Ulster,1991-01,84200,79300,4900,5.9
Warren,1991-01,30800,27600,3200,10.4
Washington,1991-01,28200,25700,2400,8.6
Wayne,1991-01,46700,43400,3300,7.1
Westchester,1991-01,457200,432900,24300,5.3
Wyoming,1991-01,19700,17700,2000,10.2
Yates,1991-01,10800,9900,900,8.4
Albany,1991-02,157200,149700,7400,4.7
Allegany,1991-02,23600,21400,2200,9.4
Bronx,1991-02,449800,406100,43700,9.7
Broome,1991-02,105000,98200,6800,6.5
Cattaraugus,1991-02,40200,36100,4100,10.3
Cayuga,1991-02,39500,35800,3700,9.5
Chautauqua,1991-02,69000,63300,5700,8.3
Chemung,1991-02,42900,40100,2800,6.5
Chenango,1991-02,24500,22500,2100,8.5
Clinton,1991-02,39700,36000,3700,9.4
Columbia,1991-02,31000,29100,1900,6.1
Cortland,1991-02,25500,23400,2100,8.3
Delaware,1991-02,21500,19800,1700,7.9
Dutchess,1991-02,132500,125200,7300,5.5
Erie,1991-02,476300,439200,37100,7.8
Essex,1991-02,17800,15300,2500,14.1
Franklin,1991-02,21400,18400,2900,13.7
Fulton,1991-02,27300,23600,3600,13.4
Genesee,1991-02,32300,29300,3100,9.6
Greene,1991-02,21800,20000,1800,8.4
Hamilton,1991-02,2900,2500,400,14.8
Herkimer,1991-02,30600,27400,3200,10.5
Jefferson,1991-02,45800,39600,6200,13.6
Kings,1991-02,941700,852300,89400,9.5
Lewis,1991-02,12600,11100,1400,11.5
Livingston,1991-02,32800,30300,2500,7.5
Madison,1991-02,36100,32900,3200,8.9
Monroe,1991-02,375500,358000,17400,4.6
Montgomery,1991-02,25200,22200,3000,12.0
Nassau,1991-02,679700,645800,33900,5.0
New York,1991-02,766700,708300,58400,7.6
Niagara,1991-02,110200,99900,10300,9.3
Oneida,1991-02,113800,105600,8100,7.1
Onondaga,1991-02,243200,228100,15100,6.2
Ontario,1991-02,51900,48200,3700,7.1
Orange,1991-02,151000,141000,10000,6.6
Orleans,1991-02,19900,18200,1700,8.6
Oswego,1991-02,59100,52200,7000,11.8
Otsego,1991-02,31000,28600,2400,7.8
Putnam,1991-02,47800,45100,2600,5.5
Queens,1991-02,939100,865900,73200,7.8
Rensselaer,1991-02,82000,76700,5300,6.5
Richmond,1991-02,179400,166200,13100,7.3
Rockland,1991-02,141900,134700,7200,5.1
Saratoga,1991-02,98400,92200,6200,6.3
Schenectady,1991-02,75700,71000,4700,6.3
Schoharie,1991-02,15700,14300,1400,9.0
Schuyler,1991-02,8900,8000,900,9.9
Seneca,1991-02,16400,15100,1200,7.5
St. Lawrence,1991-02,52100,46300,5700,11.0
Steuben,1991-02,46500,42600,4000,8.5
Suffolk,1991-02,695000,649800,45200,6.5
Sullivan,1991-02,32200,28600,3600,11.2
Tioga,1991-02,26500,24700,1800,6.8
Tompkins,1991-02,48600,46200,2400,4.9
Ulster,1991-02,84900,79500,5400,6.4
Warren,1991-02,30800,27500,3300,10.8
Washington,1991-02,28300,25600,2700,9.6
Wayne,1991-02,47200,43500,3700,7.8
Westchester,1991-02,457400,431500,25900,5.7
Wyoming,1991-02,19800,17700,2100,10.5
Yates,1991-02,10900,9900,1000,9.0
Albany,1991-03,156900,149400,7500,4.8
Allegany,1991-03,23200,21100,2100,9.0
Bronx,1991-03,454400,408500,45900,10.1
Broome,1991-03,104800,98000,6700,6.4
Cattaraugus,1991-03,39800,35900,3900,9.8
Cayuga,1991-03,39300,35400,4000,10.1
Chautauqua,1991-03,68400,62800,5700,8.3
Chemung,1991-03,43300,40000,3300,7.6
Chenango,1991-03,24500,22600,1900,7.9
Clinton,1991-03,39400,35600,3800,9.6
Columbia,1991-03,30700,28900,1900,6.1
Cortland,1991-03,24900,22800,2100,8.6
Delaware,1991-03,21300,19600,1700,8.2
Dutchess,1991-03,132200,124600,7600,5.7
Erie,1991-03,474500,438200,36300,7.6
Essex,1991-03,17600,15000,2600,14.6
Franklin,1991-03,21100,18200,2900,13.9
Fulton,1991-03,27000,23500,3500,12.9
Genesee,1991-03,32000,29100,2900,9.2
Greene,1991-03,21400,19500,1800,8.6
Hamilton,1991-03,2800,2300,500,16.4
Herkimer,1991-03,30400,27200,3100,10.2
Jefferson,1991-03,45500,39400,6100,13.4
Kings,1991-03,947500,857300,90300,9.5
Lewis,1991-03,12500,11100,1500,11.7
Livingston,1991-03,32600,30200,2400,7.5
Madison,1991-03,35800,32500,3300,9.2
Monroe,1991-03,373300,356100,17300,4.6
Montgomery,1991-03,25200,22200,3000,12.0
Nassau,1991-03,680200,645500,34800,5.1
New York,1991-03,770000,712500,57500,7.5
Niagara,1991-03,109700,99700,10000,9.1
Oneida,1991-03,112900,104900,8000,7.1
Onondaga,1991-03,242200,225500,16700,6.9
Ontario,1991-03,51400,47900,3500,6.8
Orange,1991-03,151000,141100,9900,6.6
Orleans,1991-03,19800,18100,1700,8.5
Oswego,1991-03,58300,51600,6700,11.5
Otsego,1991-03,31100,28900,2200,7.2
Putnam,1991-03,47800,45100,2700,5.6
Queens,1991-03,947000,870900,76100,8.0
Rensselaer,1991-03,81800,76600,5300,6.4
Richmond,1991-03,180700,167200,13500,7.5
Rockland,1991-03,141600,134400,7200,5.1
Saratoga,1991-03,98200,92000,6300,6.4
Schenectady,1991-03,75500,70800,4700,6.2
Schoharie,1991-03,15600,14200,1400,8.8
Schuyler,1991-03,8900,8100,800,9.3
Seneca,1991-03,16200,15000,1200,7.3
St. Lawrence,1991-03,51700,46000,5700,11.1
Steuben,1991-03,46600,42700,3900,8.4
Suffolk,1991-03,694700,649400,45300,6.5
Sullivan,1991-03,31900,28400,3500,11.0
Tioga,1991-03,26500,24700,1900,7.0
Tompkins,1991-03,48400,46000,2400,5.1
Ulster,1991-03,85400,80200,5300,6.1
Warren,1991-03,30800,27400,3400,11.1
Washington,1991-03,28000,25400,2600,9.1
Wayne,1991-03,46900,43300,3600,7.7
Westchester,1991-03,456600,430800,25800,5.7
Wyoming,1991-03,19900,17800,2100,10.4
Yates,1991-03,11300,10400,1000,8.5
Albany,1991-04,157500,150300,7200,4.6
Allegany,1991-04,23300,21400,1900,8.0
Bronx,1991-04,451800,406900,44900,9.9
Broome,1991-04,104800,98400,6500,6.2
Cattaraugus,1991-04,39100,35600,3500,9.0
Cayuga,1991-04,39500,36000,3500,8.8
Chautauqua,1991-04,68000,62800,5200,7.6
Chemung,1991-04,43100,40100,3000,7.1
Chenango,1991-04,24600,22700,1900,7.6
Clinton,1991-04,39900,36600,3300,8.3
Columbia,1991-04,31300,29700,1600,5.2
Cortland,1991-04,24900,22900,2000,8.0
Delaware,1991-04,21200,19700,1600,7.4
Dutchess,1991-04,130600,123700,6900,5.3
Erie,1991-04,474900,442100,32800,6.9
Essex,1991-04,17600,15100,2500,14.1
Franklin,1991-04,21200,18300,2900,13.6
Fulton,1991-04,27000,23900,3100,11.4
Genesee,1991-04,32000,29500,2500,7.8
Greene,1991-04,20500,18700,1800,8.6
Hamilton,1991-04,2800,2300,400,15.9
Herkimer,1991-04,30300,27500,2800,9.3
Jefferson,1991-04,46000,40700,5200,11.4
Kings,1991-04,943600,854000,89600,9.5
Lewis,1991-04,12800,11400,1300,10.4
Livingston,1991-04,32700,30600,2100,6.4
Madison,1991-04,35900,33100,2800,7.9
Monroe,1991-04,377100,360800,16400,4.3
Montgomery,1991-04,25000,22300,2700,10.8
Nassau,1991-04,684900,650700,34200,5.0
New York,1991-04,765300,709700,55600,7.3
Niagara,1991-04,109100,100600,8500,7.8
Oneida,1991-04,113500,106000,7500,6.6
Onondaga,1991-04,243600,229300,14300,5.9
Ontario,1991-04,51300,48500,2800,5.4
Orange,1991-04,151900,142800,9000,6.0
Orleans,1991-04,19800,18400,1400,7.1
Oswego,1991-04,58400,52400,5900,10.1
Otsego,1991-04,31600,29600,2000,6.2
Putnam,1991-04,48100,45700,2400,5.0
Queens,1991-04,942600,867600,75000,8.0
Rensselaer,1991-04,81900,77100,4800,5.9
Richmond,1991-04,179700,166600,13100,7.3
Rockland,1991-04,142200,135100,7100,5.0
Saratoga,1991-04,98000,92600,5500,5.6
Schenectady,1991-04,75600,71300,4300,5.7
Schoharie,1991-04,15500,14300,1200,7.7
Schuyler,1991-04,9000,8200,800,8.6
Seneca,1991-04,16100,15200,1000,5.9
St. Lawrence,1991-04,52000,46400,5600,10.7
Steuben,1991-04,46900,43700,3300,7.0
Suffolk,1991-04,699000,654800,44300,6.3
Sullivan,1991-04,33000,30000,3000,9.0
Tioga,1991-04,26400,24800,1600,6.2
Tompkins,1991-04,49000,46800,2200,4.6
Ulster,1991-04,85300,80500,4800,5.6
Warren,1991-04,30700,27600,3100,10.2
Washington,1991-04,27900,25600,2200,8.0
Wayne,1991-04,47100,43800,3300,7.0
Westchester,1991-04,461000,438000,23000,5.0
Wyoming,1991-04,19800,18200,1600,8.2
Yates,1991-04,11300,10600,800,6.9
Albany,1991-05,156700,149600,7100,4.6
Allegany,1991-05,22900,21300,1600,7.0
Bronx,1991-05,451800,403800,48000,10.6
Broome,1991-05,105100,98900,6200,5.9
Cattaraugus,1991-05,39500,36100,3400,8.5
Cayuga,1991-05,39100,35700,3400,8.7
Chautauqua,1991-05,68800,63900,4900,7.1
Chemung,1991-05,43300,40100,3200,7.4
Chenango,1991-05,25000,23200,1800,7.3
Clinton,1991-05,40000,36900,3000,7.6
Columbia,1991-05,31400,29700,1800,5.6
Cortland,1991-05,24800,23000,1800,7.3
Delaware,1991-05,21200,19900,1300,6.2
Dutchess,1991-05,129900,122900,6900,5.3
Erie,1991-05,478000,444100,33900,7.1
Essex,1991-05,18000,15800,2200,12.0
Franklin,1991-05,21200,18800,2400,11.5
Fulton,1991-05,27400,24400,3000,10.8
Genesee,1991-05,32300,29700,2600,8.0
Greene,1991-05,20900,19200,1700,8.3
Hamilton,1991-05,2900,2600,300,10.3
Herkimer,1991-05,30300,27400,2900,9.4
Jefferson,1991-05,47500,42200,5300,11.1
Kings,1991-05,940200,847400,92800,9.9
Lewis,1991-05,13000,11600,1400,10.6
Livingston,1991-05,33000,30800,2200,6.6
Madison,1991-05,35300,32800,2500,7.0
Monroe,1991-05,380100,363800,16300,4.3
Montgomery,1991-05,24600,22200,2500,10.0
Nassau,1991-05,690000,649300,40700,5.9
New York,1991-05,763100,704300,58900,7.7
Niagara,1991-05,109600,101000,8600,7.8
Oneida,1991-05,113200,105500,7700,6.8
Onondaga,1991-05,241900,227600,14200,5.9
Ontario,1991-05,51500,48900,2600,5.1
Orange,1991-05,153800,143800,9900,6.5
Orleans,1991-05,19900,18500,1400,6.9
Oswego,1991-05,57900,52100,5800,10.0
Otsego,1991-05,31100,29600,1500,4.8
Putnam,1991-05,48400,45800,2700,5.5
Queens,1991-05,938300,860900,77400,8.3
Rensselaer,1991-05,81600,76700,4900,6.0
Richmond,1991-05,179400,165300,14200,7.9
Rockland,1991-05,142600,134300,8300,5.8
Saratoga,1991-05,97200,92100,5100,5.3
Schenectady,1991-05,75400,70900,4500,6.0
Schoharie,1991-05,15200,14300,1000,6.3
Schuyler,1991-05,9300,8600,700,7.6
Seneca,1991-05,16300,15300,1000,6.1
St. Lawrence,1991-05,52300,46800,5400,10.4
Steuben,1991-05,47800,44200,3600,7.6
Suffolk,1991-05,703500,653300,50200,7.1
Sullivan,1991-05,33500,30700,2800,8.2
Tioga,1991-05,26400,24900,1500,5.6
Tompkins,1991-05,48700,46700,2000,4.1
Ulster,1991-05,85200,80100,5100,6.0
Warren,1991-05,31300,28600,2700,8.8
Washington,1991-05,28800,26600,2200,7.6
Wayne,1991-05,47500,44200,3300,6.9
Westchester,1991-05,461500,435800,25600,5.6
Wyoming,1991-05,20100,18500,1600,8.0
Yates,1991-05,11600,10900,700,6.4
Albany,1991-06,161400,153900,7500,4.6
Allegany,1991-06,23000,21400,1600,6.8
Bronx,1991-06,454800,406500,48300,10.6
Broome,1991-06,107700,101300,6400,5.9
Cattaraugus,1991-06,40700,37400,3400,8.2
Cayuga,1991-06,39900,36700,3300,8.2
Chautauqua,1991-06,70900,65800,5200,7.3
Chemung,1991-06,44400,41200,3200,7.3
Chenango,1991-06,26100,24400,1700,6.6
Clinton,1991-06,40900,37900,2900,7.2
Columbia,1991-06,32700,30700,2000,6.0
Cortland,1991-06,25200,23400,1800,7.1
Delaware,1991-06,22300,20900,1400,6.4
Dutchess,1991-06,132800,126100,6800,5.1
Erie,1991-06,486100,452800,33300,6.8
Essex,1991-06,19200,17500,1700,8.9
Franklin,1991-06,21700,19500,2200,10.3
Fulton,1991-06,28000,25300,2600,9.4
Genesee,1991-06,33100,30600,2500,7.5
Greene,1991-06,22100,20500,1600,7.3
Hamilton,1991-06,2900,2800,200,6.3
Herkimer,1991-06,30700,28300,2400,7.8
Jefferson,1991-06,48800,44400,4400,9.0
Kings,1991-06,944600,853100,91500,9.7
Lewis,1991-06,13800,12700,1100,8.1
Livingston,1991-06,33700,31700,2000,5.9
Madison,1991-06,36200,33700,2500,6.9
Monroe,1991-06,390600,374100,16500,4.2
Montgomery,1991-06,25000,22800,2200,8.8
Nassau,1991-06,708000,665600,42300,6.0
New York,1991-06,768700,709000,59700,7.8
Niagara,1991-06,110800,103000,7800,7.0
Oneida,1991-06,116900,109100,7800,6.7
Onondaga,1991-06,248100,233700,14400,5.8
Ontario,1991-06,53100,50300,2700,5.1
Orange,1991-06,158800,148900,9900,6.2
Orleans,1991-06,20300,19000,1300,6.4
Oswego,1991-06,59100,53500,5600,9.5
Otsego,1991-06,31300,29900,1500,4.7
Putnam,1991-06,49900,47300,2600,5.3
Queens,1991-06,944800,866700,78100,8.3
Rensselaer,1991-06,84100,78900,5200,6.1
Richmond,1991-06,180300,166400,13900,7.7
Rockland,1991-06,146700,138200,8500,5.8
Saratoga,1991-06,99900,94800,5200,5.2
Schenectady,1991-06,77500,73000,4600,5.9
Schoharie,1991-06,15700,14700,1000,6.3
Schuyler,1991-06,9900,9200,700,7.1
Seneca,1991-06,17100,16100,1000,6.0
St. Lawrence,1991-06,52600,47500,5100,9.8
Steuben,1991-06,49700,46200,3500,7.0
Suffolk,1991-06,721300,669700,51600,7.1
Sullivan,1991-06,35200,32700,2500,7.1
Tioga,1991-06,27000,25500,1500,5.5
Tompkins,1991-06,48500,46900,1700,3.4
Ulster,1991-06,88100,82700,5400,6.1
Warren,1991-06,33600,31200,2400,7.0
Washington,1991-06,31200,29100,2100,6.8
Wayne,1991-06,48500,45500,3100,6.3
Westchester,1991-06,472900,447400,25400,5.4
Wyoming,1991-06,21100,19600,1400,6.9
Yates,1991-06,12400,11600,800,6.2
Albany,1991-07,161500,154000,7500,4.7
Allegany,1991-07,22300,20800,1400,6.5
Bronx,1991-07,459900,409700,50200,10.9
Broome,1991-07,107100,100800,6300,5.9
Cattaraugus,1991-07,40300,37000,3300,8.1
Cayuga,1991-07,39900,36800,3200,7.9
Chautauqua,1991-07,71100,66100,5000,7.0
Chemung,1991-07,43800,41000,2800,6.4
Chenango,1991-07,25800,24100,1700,6.6
Clinton,1991-07,40800,38200,2700,6.5
Columbia,1991-07,33000,31200,1800,5.6
Cortland,1991-07,24800,23200,1600,6.4
Delaware,1991-07,22300,21000,1400,6.1
Dutchess,1991-07,132500,125500,7000,5.3
Erie,1991-07,490400,456000,34400,7.0
Essex,1991-07,20400,18900,1500,7.4
Franklin,1991-07,21900,19900,2000,9.3
Fulton,1991-07,26600,24000,2600,9.6
Genesee,1991-07,33200,30700,2500,7.4
Greene,1991-07,22100,20600,1500,6.8
Hamilton,1991-07,3100,3000,100,4.3
Herkimer,1991-07,31200,28800,2400,7.8
Jefferson,1991-07,49100,45000,4100,8.3
Kings,1991-07,955700,859800,96000,10.0
Lewis,1991-07,13900,12900,1000,7.0
Livingston,1991-07,33700,31800,1800,5.4
Madison,1991-07,36100,33800,2300,6.4
Monroe,1991-07,393000,375800,17200,4.4
Montgomery,1991-07,25100,22800,2200,8.9
Nassau,1991-07,707100,663300,43800,6.2
New York,1991-07,774500,714500,59900,7.7
Niagara,1991-07,111600,103700,7900,7.0
Oneida,1991-07,118200,110700,7400,6.3
Onondaga,1991-07,248400,234400,14000,5.6
Ontario,1991-07,53000,50500,2500,4.7
Orange,1991-07,159900,150000,9900,6.2
Orleans,1991-07,20500,19100,1300,6.5
Oswego,1991-07,59000,53600,5300,9.1
Otsego,1991-07,30800,29300,1500,4.8
Putnam,1991-07,50600,47800,2800,5.6
Queens,1991-07,953100,873500,79700,8.4
Rensselaer,1991-07,84200,78900,5300,6.3
Richmond,1991-07,182900,167700,15200,8.3
Rockland,1991-07,146800,137300,9500,6.5
Saratoga,1991-07,99900,94800,5100,5.1
Schenectady,1991-07,77700,73000,4700,6.1
Schoharie,1991-07,15600,14700,900,5.7
Schuyler,1991-07,9700,9100,700,6.8
Seneca,1991-07,17200,16100,1000,6.1
St. Lawrence,1991-07,51200,46600,4600,9.0
Steuben,1991-07,49700,46600,3100,6.2
Suffolk,1991-07,723400,667400,56000,7.7
Sullivan,1991-07,37300,35000,2300,6.2
Tioga,1991-07,26700,25400,1300,5.0
Tompkins,1991-07,49100,47600,1600,3.2
Ulster,1991-07,87000,81400,5500,6.4
Warren,1991-07,34200,32100,2100,6.3
Washington,1991-07,32100,29900,2200,6.9
Wayne,1991-07,48700,45700,3100,6.3
Westchester,1991-07,477400,451300,26000,5.5
Wyoming,1991-07,20900,19400,1500,7.2
Yates,1991-07,12300,11500,700,5.9
Albany,1991-08,160700,153200,7400,4.6
Allegany,1991-08,21700,20300,1300,6.1
Bronx,1991-08,455300,405100,50200,11.0
Broome,1991-08,105500,99700,5800,5.5
Cattaraugus,1991-08,39900,36800,3100,7.7
